1520626107.718747, 0, 0, 0, 0, 0
1520626107.742800, 0, 0, 0, 0, 0
1520626107.766834, 0, 0, 0, 0, 0
1520626107.790781, 0, 0, 0, 0, 0
1520626107.814782, 0, 0, 0, 0, 0
1520626107.838848, 0, 0, 0, 0, 0
1520626107.862777, 0, 0, 0, 0, 0
1520626107.886790, 0, 0, 0, 0, 0
1520626107.910753, 0, 0, 0, 0, 0
1520626107.934789, 0, 0, 0, 0, 0
1520626107.958764, 0, 0, 0, 0, 0
1520626107.982766, 0, 0, 0, 0, 0
1520626108.006759, 0, 0, 0, 0, 0
1520626108.030746, 0, 0, 0, 0, 0
1520626108.054743, 0, 0, 0, 0, 0
1520626108.078785, 0, 0, 0, 0, 0
1520626108.102812, 0, 0, 0, 0, 0
1520626108.126784, 0, 0, 0, 0, 0
1520626108.150811, 0, 0, 0, 0, 0
1520626108.174800, 0, 0, 0, 0, 0
1520626108.198785, 0, 0, 0, 0, 0
1520626108.222781, 0, 0, 0, 0, 0
1520626108.246734, 0, 0, 0, 0, 0
1520626108.270782, 0, 0, 0, 0, 0
1520626108.294770, 0, 0, 0, 0, 0
1520626108.318771, 0, 0, 0, 0, 0
1520626108.342753, 0, 0, 0, 0, 0
1520626108.366756, 0, 0, 0, 0, 0
1520626108.390763, 0, 0, 0, 0, 0
1520626108.414737, 0, 0, 0, 0, 0
1520626108.438729, 0, 0, 0, 0, 0
1520626108.462778, 0, 0, 0, 0, 0
1520626108.486742, 0, 0, 0, 0, 0
1520626108.510784, 0, 0, 0, 0, 0
1520626108.534787, 0, 0, 0, 0, 0
1520626108.558718, 0, 0, 0, 0, 0
1520626108.582729, 0, 0, 0, 0, 0
1520626108.606783, 0, 0, 0, 0, 0
1520626108.630805, 0, 0, 0, 0, 0
1520626109.994389, 0, 0, 0, 0, 0
1520626110.018417, 0, 0, 0, 0, 0
1520626110.042467, 0, 0, 0, 0, 0
1520626110.066394, 0, 0, 0, 0, 0
1520626110.090407, 0, 0, 0, 0, 0
1520626110.114413, 0, 0, 0, 0, 0
1520626110.138438, 0, 0, 0, 0, 0
1520626110.162445, 0, 0, 0, 0, 0
1520626110.186399, 0, 0, 0, 0, 0
1520626110.210454, 0, 0, 0, 0, 0
1520626110.234441, 0, 0, 0, 0, 0
1520626110.258447, 0, 0, 0, 0, 0
1520626110.282404, 0, 0, 0, 0, 0
1520626110.306397, 0, 0, 0, 0, 0
1520626110.330442, 0, 0, 0, 0, 0
1520626110.354404, 0, 0, 0, 0, 0
1520626110.378404, 0, 0, 0, 0, 0
1520626110.402456, 0, 0, 0, 0, 0
1520626110.426414, 0, 0, 0, 0, 0
1520626110.450390, 0, 0, 0, 0, 0
1520626110.474452, 0, 0, 0, 0, 0
1520626110.498448, 0, 0, 0, 0, 0
1520626110.522438, 0, 0, 0, 0, 0
1520626110.546424, 0, 0, 0, 0, 0
1520626110.570408, 0, 0, 0, 0, 0
1520626110.594366, 0, 0, 0, 0, 0
1520626110.618392, 0, 0, 0, 0, 0
1520626110.642408, 0, 0, 0, 0, 0
1520626110.666390, 0, 0, 0, 0, 0
1520626110.690381, 0, 0, 0, 0, 0
1520626110.714394, 0, 0, 0, 0, 0
1520626110.738399, 0, 0, 0, 0, 0
1520626110.762387, 0, 0, 0, 0, 0
1520626110.786400, 0, 0, 0, 0, 0
1520626110.810363, 0, 0, 0, 0, 0
1520626110.834394, 0, 0, 0, 0, 0
1520626110.858383, 0, 0, 0, 0, 0
1520626110.882371, 0, 0, 0, 0, 0
1520626110.906363, 0, 0, 0, 0, 0
1520626110.930356, 0, 0, 0, 0, 0
1520626110.954350, 0, 0, 0, 0, 0
1520626110.978373, 0, 0, 0, 0, 0
1520626111.002401, 0, 0, 0, 0, 0
1520626111.026369, 0, 0, 0, 0, 0
1520626111.050436, 0, 0, 0, 0, 0
1520626111.074380, 0, 0, 0, 0, 0
1520626111.098350, 0, 0, 0, 0, 0
1520626111.122351, 0, 0, 0, 0, 0
1520626111.146344, 0, 0, 0, 0, 0
1520626111.170351, 0, 0, 0, 0, 0
1520626111.194412, 0, 0, 0, 0, 0
1520626111.218414, 0, 0, 0, 0, 0
1520626111.242380, 0, 0, 0, 0, 0
1520626111.266398, 0, 0, 0, 0, 0
1520626111.290363, 0, 0, 0, 0, 0
1520626111.314357, 0, 0, 0, 0, 0
1520626111.338416, 0, 0, 0, 0, 0
1520626111.362427, 0, 0, 0, 0, 0
1520626111.386387, 0, 0, 0, 0, 0
1520626111.410444, 0, 0, 0, 0, 0
1520626111.434358, 0, 0, 0, 0, 0
1520626111.458388, 0, 0, 0, 0, 0
1520626111.482359, 0, 0, 0, 0, 0
1520626111.506330, 0, 0, 0, 0, 0
1520626111.530355, 0, 0, 0, 0, 0
1520626111.554368, 0, 0, 0, 0, 0
1520626111.578384, 0, 0, 0, 0, 0
1520626111.602352, 0, 0, 0, 0, 0
